layer_type,material,thickness,layer_points,xmesh_coeff,Phi_EA,Phi_IP,EF0,Et,Nc,Nv,Ncat,Nani,a_max,c_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,taun,taup,sn,sp,Red,Green,Blue,vsr_zone_loc,optical_model,xmesh_type,side,N_ionic_species
electrode,,,,,,,-0.89,,,,,,,,,,,,,,,,,70,1.00E+05,,,,,Beer-Lambert,erf-linear,right,0.00E+00
active,Si,3.00E-07,50,0.7,0,-1.12,-0.06838,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.068267,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.068233,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.068278,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.068404,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.068609,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.068894,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.069259,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.069704,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.070228,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.070832,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.071516,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.072279,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.073122,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.074045,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.075048,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.07613,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.077292,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.078534,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.079856,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.081257,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.082738,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.084299,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.08594,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.08766,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.08946,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.09134,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.093299,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.095339,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.097458,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.099656,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.10193,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.10429,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.10673,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.10925,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11185,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11452,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.11728,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12012,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12303,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.12603,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
active,Si,3.00E-07,50,0.7,0,-1.12,-0.1291,-0.55,2.80E+19,2.65E+19,0.00E+00,0.00E+00,1.00E+00,1.00E+00,120,160,0.00E+00,0.00E+00,1.19E+01,0.00E+00,8.51E-16,7.00E-08,5.00E-08,,,0.85,0.92,1,,,,,
